Marka;Nadwozie;Silnik;Kolor;Cena;Rok Zakupu;Plec Kupujacego;Wiek Kupujacego;Stan
Mercedes;Pick-up;1.5;Brazowy;356678;2011;M;35;Iowa
Audi;Cupe;4.0;Czerwony;151954;2009;M;46;Maine
Audi;Pick-up;4.0;Zolty;247228;2009;M;57;New Mexico
Audi;Minivan;3.0;Czerwony;373604;2020;K;65;Iowa
Dodge;Kabriolet;5.0;Zielony;174373;2012;K;58;Alaska
Dodge;Sedan;1.5;Czarny;475469;2012;M;44;Utah
Nissan;Cupe;2.5;Rozowy;102468;2009;M;37;Alaska
Mercedes;Pick-up;5.0;Brazowy;232968;2013;M;50;Delaware
Nissan;Kombi;4.5;Czarny;75021;2010;M;21;Wyoming
Dodge;Cupe;5.0;Fioletowy;208884;2009;M;27;Connecticut
Toyota;Sedan;4.5;Srebrny;331055;2012;K;57;Nebraska
Chrysler;Sedan;3.0;Zolty;421492;2011;K;49;Kentucky
Chevrolet;Kabriolet;3.5;Czarny;426739;2008;K;65;Wisconsin
Honda;SUV;3.5;Bialy;71564;2009;K;42;West Virginia
Nissan;Minivan;5.0;Czerwony;499310;2012;K;36;Hawaii
Chevrolet;Hatch-back;5.0;Czerwony;169605;2013;K;37;Wyoming
Toyota;Kombi;3.0;Rozowy;154515;2019;M;65;New York
BMW;SUV;2.5;Bialy;199135;2013;M;66;Delaware
Ford;Minivan;3.5;Zielony;284384;2010;K;26;Kentucky
Volkswagen;Sedan;1.5;Czerwony;486677;2015;K;28;Tennessee
Chrysler;Kabriolet;4.0;Szary;465935;2020;K;58;Wyoming
Ford;Sedan;3.5;Niebieski;96438;2014;K;42;New York
Chrysler;Minivan;3.5;Rozowy;179555;2020;M;31;Alaska
BMW;Minivan;5.0;Brazowy;76744;2009;M;57;New Jersey
Audi;Sedan;1.5;Czarny;73537;2016;K;29;DC
Nissan;SUV;1.5;Rozowy;316210;2015;M;35;Idaho
Chevrolet;Sedan;2.5;Szary;415299;2011;M;51;Washington
Toyota;Sedan;2.0;Zolty;271811;2017;K;67;Iowa
BMW;Kombi;4.0;Rozowy;310263;2008;K;49;Maine
Toyota;Hatch-back;3.0;Zielony;105120;2014;K;43;Vermont
Chevrolet;Pick-up;4.5;Niebieski;230096;2018;K;31;South Dakota
BMW;Minivan;5.0;Niebieski;298526;2012;K;30;Kansas
Chevrolet;Minivan;4.0;Rozowy;127302;2012;K;30;West Virginia
Audi;Hatch-back;3.0;Brazowy;112620;2020;K;30;Indiana
Volkswagen;Kabriolet;2.0;Bialy;101861;2010;M;52;Alaska
Toyota;Kombi;5.0;Zolty;219296;2017;K;62;Virginia
Nissan;SUV;4.5;Czerwony;51693;2020;M;36;Kansas
Honda;SUV;2.0;Szary;80717;2012;M;68;New Hampshire
BMW;Hatch-back;5.0;Szary;86775;2008;M;66;South Carolina
Volkswagen;Cupe;5.0;Niebieski;61365;2012;M;23;Iowa
Volkswagen;SUV;3.5;Srebrny;406149;2015;K;55;New York
Mercedes;Hatch-back;4.5;Srebrny;276454;2013;M;55;Oklahoma
Toyota;Kabriolet;1.5;Niebieski;111328;2015;K;58;Florida
Volkswagen;Cupe;2.5;Czarny;460907;2017;M;29;Minnesota
Audi;SUV;3.0;Niebieski;471123;2018;K;63;Colorado
Cadilac;Kabriolet;4.5;Zielony;466183;2015;K;25;Indiana
BMW;SUV;1.5;Fioletowy;254335;2015;M;27;Wyoming
Dodge;Cupe;4.5;Brazowy;224878;2011;K;55;Wyoming
Chevrolet;Sedan;3.0;Zolty;391573;2020;M;52;Maine
Chrysler;Kombi;4.5;Bialy;126443;2009;K;65;Iowa
Nissan;Hatch-back;3.0;Szary;320475;2008;K;28;Kentucky
Mercedes;Hatch-back;3.5;Fioletowy;303589;2016;K;58;Idaho
Toyota;SUV;5.0;Zolty;279978;2016;K;57;Alabama
Toyota;Kabriolet;1.5;Fioletowy;303369;2010;K;23;Tennessee
Chevrolet;Hatch-back;2.5;Fioletowy;403405;2020;K;26;Delaware
Audi;Minivan;2.5;Srebrny;387969;2017;M;28;Texas
Audi;Minivan;1.5;Bialy;219003;2013;M;32;New York
Dodge;Sedan;4.5;Czarny;264987;2014;M;65;Idaho
Toyota;Cupe;3.5;Szary;157611;2020;M;53;Kansas
Dodge;SUV;1.5;Szary;222806;2016;M;45;Michigan
Chevrolet;Sedan;1.5;Zolty;123825;2017;M;20;Hawaii
Honda;Pick-up;3.0;Srebrny;68617;2008;M;38;Indiana
Ford;Cupe;2.5;Bialy;424162;2015;M;34;South Dakota
Chrysler;Minivan;4.5;Szary;39287;2013;K;68;Illinois
Ford;SUV;1.5;Bialy;318103;2009;M;35;Nebraska
Cadilac;Hatch-back;4.0;Brazowy;136007;2014;K;36;Illinois
Nissan;Kombi;4.5;Zolty;485552;2017;M;69;Montana
Cadilac;Minivan;4.5;Czerwony;92522;2012;M;63;Illinois
Volkswagen;Kabriolet;4.5;Brazowy;166177;2012;M;48;Illinois
BMW;Kabriolet;1.5;Szary;420403;2015;K;50;Massachusetts
Mercedes;Minivan;4.5;Czarny;109794;2014;K;62;Arizona
Toyota;Sedan;3.5;Srebrny;71503;2015;K;27;Tennessee
Chrysler;Pick-up;2.0;Czarny;31503;2016;M;65;Delaware
Audi;Minivan;3.5;Rozowy;291131;2020;M;50;Alaska
Nissan;Sedan;3.0;Szary;344911;2012;M;48;Ohio
Cadilac;Minivan;2.0;Niebieski;97689;2020;M;55;Idaho
Toyota;Pick-up;3.0;Zolty;93024;2011;K;38;Washington
Honda;Sedan;4.5;Fioletowy;171017;2015;K;56;Massachusetts
Volkswagen;Kombi;2.0;Szary;488999;2020;K;68;Arizona
BMW;Pick-up;2.0;Rozowy;294892;2012;K;47;California
Ford;Kombi;2.0;Rozowy;278069;2009;M;59;Wisconsin
Mercedes;Kombi;2.0;Rozowy;288120;2016;K;50;Indiana
Toyota;Kombi;3.5;Szary;378663;2009;K;34;Alaska
Chevrolet;Minivan;2.5;Szary;273277;2010;K;64;Mississippi
BMW;Sedan;4.5;Zielony;492409;2019;M;44;Oklahoma
Dodge;Pick-up;4.0;Rozowy;221140;2018;M;38;Arizona
Dodge;Sedan;1.5;Bialy;444615;2019;K;42;South Carolina
Cadilac;Kombi;4.5;Rozowy;314722;2017;K;50;Mississippi
Mercedes;Sedan;2.5;Zolty;124220;2014;M;65;Minnesota
Nissan;Sedan;2.0;Zielony;366574;2011;K;38;New Hampshire
Chrysler;Pick-up;2.0;Czerwony;52667;2010;K;51;Iowa
Chevrolet;SUV;3.5;Bialy;71551;2017;M;70;New Jersey
BMW;SUV;5.0;Srebrny;327808;2017;K;33;Florida
Chevrolet;Kabriolet;3.0;Niebieski;431405;2017;M;48;Maine
Dodge;Pick-up;5.0;Rozowy;41374;2013;M;56;Massachusetts
Ford;Minivan;2.0;Rozowy;461527;2019;M;30;North Dakota
Dodge;Minivan;2.0;Czerwony;192507;2015;M;33;Indiana
Chrysler;Hatch-back;1.5;Fioletowy;110027;2018;M;38;Utah
Nissan;Sedan;1.5;Niebieski;434519;2012;K;27;Colorado
Cadilac;Sedan;3.5;Fioletowy;468903;2009;K;25;Massachusetts
Ford;Hatch-back;4.5;Zielony;417732;2015;K;37;DC
Audi;Kombi;2.0;Czerwony;239841;2020;K;55;Montana
Toyota;Sedan;2.5;Czarny;360911;2020;M;52;West Virginia
Chevrolet;SUV;1.5;Brazowy;71998;2019;M;32;Maine
Dodge;Sedan;3.5;Srebrny;160482;2016;K;59;South Dakota
Mercedes;Hatch-back;2.5;Szary;261286;2011;M;38;New Jersey
Chrysler;SUV;3.5;Zolty;48955;2008;M;66;Indiana
Nissan;Hatch-back;3.5;Szary;194596;2012;K;70;Connecticut
Dodge;Minivan;3.0;Czarny;491535;2014;K;21;Ohio
Chrysler;Sedan;1.5;Czarny;106324;2012;K;69;Nebraska
Ford;Pick-up;1.5;Szary;373692;2015;K;38;Ohio
Ford;Kabriolet;5.0;Szary;364102;2016;M;28;Rhode Island
Cadilac;Kombi;3.0;Srebrny;156626;2009;M;28;South Dakota
Dodge;Cupe;1.5;Fioletowy;409799;2018;K;50;Maryland
Chrysler;Hatch-back;4.0;Rozowy;454259;2011;M;47;North Dakota
Chevrolet;Cupe;2.0;Srebrny;470225;2009;M;65;Rhode Island
Ford;Cupe;3.0;Czerwony;173267;2013;K;45;Alabama
Volkswagen;Kombi;4.5;Czerwony;289339;2011;M;27;South Carolina
BMW;Hatch-back;4.5;Rozowy;328433;2013;M;31;Alabama
Cadilac;Sedan;1.5;Zolty;171499;2018;K;66;Virginia
Volkswagen;Hatch-back;4.5;Niebieski;115498;2009;K;26;Wisconsin
Audi;Cupe;4.5;Zolty;63159;2018;K;28;South Dakota
Dodge;Pick-up;3.0;Bialy;208866;2009;M;46;Tennessee
Volkswagen;SUV;4.5;Srebrny;235002;2008;M;51;North Dakota
Dodge;Cupe;4.0;Czerwony;325946;2020;M;52;North Carolina
Audi;Kombi;4.0;Rozowy;64173;2018;K;32;Kentucky
Honda;Hatch-back;2.5;Brazowy;472855;2013;M;66;Washington
Mercedes;Sedan;1.5;Czarny;300383;2008;K;64;South Carolina
Honda;Sedan;2.5;Bialy;260249;2018;K;60;Wisconsin
Honda;Sedan;2.0;Niebieski;395395;2020;M;27;Hawaii
Toyota;Sedan;3.0;Czerwony;392688;2008;M;66;Alabama
Nissan;SUV;2.5;Fioletowy;346253;2009;K;29;DC
Audi;Minivan;1.5;Srebrny;173867;2016;K;24;Kansas
Chrysler;SUV;3.0;Zielony;165580;2015;K;34;Illinois
Honda;Kombi;1.5;Zolty;172117;2013;K;37;Florida
Audi;SUV;5.0;Srebrny;400841;2019;K;66;Michigan
Nissan;Minivan;4.5;Zolty;175864;2019;M;55;Illinois
Ford;SUV;1.5;Zielony;394927;2008;K;21;Montana
Toyota;Minivan;3.0;Szary;359138;2008;K;34;Arkansas
Chrysler;Cupe;4.0;Czarny;32294;2011;M;25;North Carolina
Ford;Sedan;5.0;Srebrny;305863;2014;K;33;Arizona
Ford;Hatch-back;3.0;Szary;73499;2015;M;59;Washington
Chevrolet;Pick-up;5.0;Zolty;55143;2012;M;27;Oklahoma
Toyota;SUV;4.5;Szary;140252;2016;M;60;North Carolina
BMW;Pick-up;1.5;Bialy;257102;2013;K;68;Virginia
Honda;Sedan;3.5;Czerwony;220539;2013;K;54;Colorado
Chevrolet;Hatch-back;5.0;Szary;287688;2011;K;21;Mississippi
Dodge;Sedan;2.0;Srebrny;335296;2009;K;48;Colorado
Dodge;Cupe;2.5;Zolty;113168;2010;K;40;Alabama
Audi;Sedan;3.0;Czarny;419510;2008;M;55;Georgia
Audi;Sedan;1.5;Rozowy;376488;2014;M;50;Wyoming
Audi;SUV;3.5;Srebrny;199638;2014;M;57;Colorado
Toyota;Kombi;4.0;Szary;484591;2014;M;60;Alabama
Toyota;Hatch-back;2.0;Niebieski;124230;2012;K;69;Connecticut
Cadilac;Sedan;3.0;Czarny;70226;2018;M;61;Oregon
BMW;Kabriolet;3.5;Czerwony;484077;2019;K;62;North Dakota
Ford;Kabriolet;4.0;Czarny;337757;2009;K;37;Maine
Volkswagen;Minivan;5.0;Szary;276682;2013;K;32;New Mexico
Audi;Kabriolet;4.5;Fioletowy;84511;2012;M;34;Pennsylvania
Audi;Sedan;3.5;Niebieski;74405;2013;M;25;Alaska
Dodge;Sedan;5.0;Czerwony;63270;2009;M;65;Montana
BMW;SUV;1.5;Srebrny;202874;2017;M;35;Mississippi
Audi;Cupe;2.0;Brazowy;119794;2012;M;69;Wyoming
Toyota;Minivan;4.5;Srebrny;85990;2008;M;35;Alaska
Ford;Sedan;4.0;Brazowy;81661;2019;K;27;Missouri
Toyota;Kabriolet;2.0;Czarny;419383;2019;M;39;Pennsylvania
Chrysler;Kabriolet;3.0;Fioletowy;366015;2012;M;46;Washington
Chrysler;Sedan;3.0;Czarny;102000;2016;K;40;DC
Audi;Pick-up;3.0;Czerwony;35877;2018;M;59;Michigan
BMW;Pick-up;1.5;Brazowy;165420;2009;K;55;North Carolina
Dodge;Minivan;2.5;Czerwony;263476;2020;M;33;Indiana
Honda;Minivan;2.0;Czerwony;225628;2019;K;41;Oklahoma
Chrysler;Cupe;4.5;Fioletowy;296263;2008;M;53;North Carolina
Dodge;SUV;4.0;Szary;341145;2009;M;31;Oklahoma
Ford;Kabriolet;5.0;Srebrny;447645;2010;K;31;DC
Honda;Sedan;3.0;Fioletowy;186927;2016;K;33;Oregon
Mercedes;Hatch-back;3.5;Zielony;413203;2015;M;43;Kentucky
Mercedes;Kombi;1.5;Rozowy;68746;2012;M;54;Delaware
Chrysler;Minivan;3.0;Zielony;226383;2009;M;61;Delaware
Toyota;Kombi;3.5;Niebieski;356946;2017;M;31;Vermont
BMW;Kabriolet;3.5;Czerwony;400374;2013;M;41;South Carolina
BMW;Hatch-back;4.5;Szary;291934;2010;M;39;New Hampshire
Toyota;Sedan;3.0;Zolty;436708;2011;K;52;Rhode Island
Chrysler;SUV;3.0;Bialy;275633;2008;K;68;Indiana
Mercedes;Pick-up;3.0;Czarny;458556;2019;M;43;Florida
Chrysler;SUV;3.5;Czerwony;143006;2015;M;63;South Carolina
Honda;SUV;2.5;Niebieski;91449;2019;M;62;New Jersey
Volkswagen;Kombi;1.5;Niebieski;341918;2008;M;65;Pennsylvania
Chrysler;Hatch-back;4.0;Zolty;361683;2008;K;49;Wyoming
Nissan;SUV;4.5;Niebieski;312295;2008;M;57;South Dakota
Volkswagen;Hatch-back;5.0;Czarny;299501;2010;M;31;Vermont
Toyota;Cupe;1.5;Bialy;218171;2014;M;26;Maryland
Ford;Pick-up;4.0;Rozowy;382970;2012;K;65;Tennessee
Honda;Sedan;4.5;Czerwony;60197;2017;K;57;Utah
Cadilac;Sedan;4.0;Czerwony;285237;2013;M;34;New Jersey
Nissan;Cupe;2.5;Czerwony;192003;2014;K;56;Hawaii
Nissan;Sedan;4.5;Fioletowy;256936;2014;K;31;California
Chevrolet;Pick-up;3.0;Bialy;375894;2016;M;37;New Mexico
Honda;Pick-up;3.5;Brazowy;165244;2020;M;43;Texas
Chrysler;SUV;2.5;Szary;416204;2014;M;30;DC
Audi;Sedan;3.5;Rozowy;240680;2018;K;46;Idaho
Toyota;Sedan;2.0;Fioletowy;314137;2010;K;37;New York
Chevrolet;Sedan;4.5;Brazowy;342136;2014;K;36;Missouri
Ford;Sedan;4.0;Fioletowy;354057;2009;K;65;Colorado
Chrysler;Minivan;4.0;Bialy;394376;2013;K;36;Rhode Island
Cadilac;Sedan;4.5;Bialy;422380;2018;K;67;Wisconsin
Cadilac;Kabriolet;2.0;Zolty;219054;2019;M;36;North Carolina
Mercedes;Sedan;4.0;Brazowy;211249;2014;K;60;Ohio
BMW;Minivan;1.5;Fioletowy;183518;2015;K;57;Colorado
BMW;Kabriolet;2.0;Niebieski;480129;2010;K;41;Arkansas
Volkswagen;Sedan;3.0;Fioletowy;313471;2016;K;43;Mississippi
Toyota;Minivan;5.0;Fioletowy;450014;2013;K;65;Michigan
Mercedes;Pick-up;3.5;Srebrny;221650;2009;K;68;Oregon
BMW;Pick-up;2.0;Brazowy;188336;2008;M;30;Rhode Island
BMW;SUV;4.5;Fioletowy;284981;2020;K;60;West Virginia
Chevrolet;SUV;1.5;Szary;278412;2010;K;65;Maine
Cadilac;Cupe;4.0;Zolty;306972;2008;M;52;North Dakota
Chevrolet;Minivan;5.0;Bialy;138212;2017;M;27;Ohio
Chevrolet;Pick-up;3.5;Brazowy;263642;2011;K;45;Idaho
Cadilac;Sedan;3.5;Niebieski;95932;2008;M;61;Alabama
Toyota;Hatch-back;2.5;Fioletowy;492097;2020;K;25;Texas
Nissan;SUV;4.5;Niebieski;353894;2014;M;53;Arkansas
Honda;Cupe;2.5;Fioletowy;361822;2014;K;57;Massachusetts
Chrysler;Cupe;4.0;Brazowy;302487;2017;M;63;Rhode Island
Nissan;Hatch-back;3.0;Czarny;80248;2016;M;67;South Carolina
Nissan;Sedan;5.0;Bialy;374496;2009;M;21;Alabama
Mercedes;Cupe;3.5;Brazowy;285712;2016;M;36;Pennsylvania
Audi;Kabriolet;3.0;Czerwony;170932;2008;M;28;Colorado
Chevrolet;Hatch-back;4.0;Czerwony;64490;2014;M;34;Missouri
Chrysler;Cupe;1.5;Bialy;162767;2020;K;61;Louisiana
Chevrolet;Kabriolet;3.0;Szary;132895;2015;M;47;Mississippi
Chrysler;Minivan;2.5;Czarny;225059;2016;M;59;Indiana
BMW;Sedan;3.5;Zielony;355197;2014;K;50;Mississippi
Dodge;Sedan;2.5;Brazowy;381313;2012;K;47;New York
Toyota;Kombi;2.0;Bialy;317408;2013;K;37;Rhode Island
Audi;Sedan;2.0;Szary;174777;2020;K;45;Hawaii
Audi;Pick-up;4.5;Srebrny;387039;2011;M;32;Utah
Chevrolet;Sedan;2.5;Srebrny;429381;2014;K;40;Nebraska
Ford;Kombi;4.0;Czarny;175148;2013;M;67;Missouri
Cadilac;SUV;5.0;Zielony;364647;2012;M;39;Maryland
Honda;Minivan;4.5;Szary;377174;2010;K;64;Virginia
Honda;Minivan;3.5;Czerwony;55631;2018;K;49;Pennsylvania
Mercedes;Kombi;1.5;Czarny;123929;2016;K;37;Florida
Toyota;Minivan;2.0;Zielony;483203;2008;K;68;Wisconsin
Ford;SUV;3.0;Szary;214132;2011;M;20;Iowa
Volkswagen;Hatch-back;3.0;Czarny;146491;2017;K;21;Massachusetts
Chrysler;Kabriolet;5.0;Fioletowy;161060;2008;M;27;Maine
Toyota;Kombi;2.0;Zielony;70213;2017;K;44;Montana
BMW;Sedan;2.5;Srebrny;256372;2014;K;43;Idaho
Dodge;Kombi;4.0;Bialy;412900;2018;K;67;Virginia
Honda;Cupe;2.0;Srebrny;37949;2008;M;23;South Carolina
Dodge;Minivan;4.5;Zolty;127841;2015;K;30;Utah
Dodge;Minivan;5.0;Niebieski;151337;2018;M;29;Maine
Volkswagen;Hatch-back;3.0;Srebrny;454709;2010;M;25;Montana
Mercedes;Minivan;1.5;Czerwony;322864;2008;K;29;Hawaii
Ford;Sedan;5.0;Zielony;75429;2015;K;45;New York
Toyota;Hatch-back;3.5;Zolty;373594;2015;M;70;Tennessee
Mercedes;SUV;4.0;Srebrny;135497;2017;K;57;Iowa
Chrysler;Pick-up;3.5;Rozowy;197759;2012;M;36;Washington
BMW;SUV;1.5;Czarny;457625;2011;K;54;Washington
Cadilac;Hatch-back;3.0;Brazowy;435162;2008;M;57;Delaware
Chevrolet;SUV;3.0;Czerwony;287751;2010;M;55;New Mexico
Chevrolet;Minivan;1.5;Rozowy;308043;2012;M;58;Louisiana
Ford;Pick-up;4.5;Niebieski;145607;2008;M;61;North Dakota
Chevrolet;Cupe;4.5;Szary;180241;2014;K;41;Missouri
Mercedes;Pick-up;2.0;Zolty;188250;2018;K;22;Ohio
Ford;Sedan;3.0;Fioletowy;183958;2015;K;66;Connecticut
Mercedes;Pick-up;4.0;Zielony;473606;2010;K;67;New Mexico
Dodge;Sedan;2.0;Srebrny;466502;2018;K;70;DC
Dodge;SUV;1.5;Rozowy;132999;2008;M;61;Delaware
Nissan;Minivan;3.5;Czarny;377525;2011;K;57;Nebraska
BMW;Minivan;3.0;Szary;37750;2016;K;45;Alabama
Dodge;SUV;4.0;Bialy;262139;2016;M;21;Oklahoma
Toyota;Kabriolet;4.5;Brazowy;302869;2016;M;46;Oklahoma
Ford;Sedan;4.5;Czarny;410470;2011;M;41;Mississippi
Cadilac;Kombi;4.5;Rozowy;308424;2017;K;27;Vermont
Cadilac;Cupe;2.5;Bialy;57304;2010;K;68;Arkansas
Audi;Kombi;2.5;Czerwony;333942;2013;K;56;Utah
BMW;Sedan;4.5;Czarny;135593;2015;M;52;Michigan
BMW;Kombi;3.0;Czerwony;209568;2010;M;65;Virginia
BMW;Cupe;5.0;Brazowy;109430;2020;M;47;Mississippi
Dodge;Cupe;5.0;Brazowy;478466;2008;M;66;Indiana
Toyota;Minivan;4.5;Niebieski;244559;2015;K;35;New Mexico
Ford;Kombi;2.5;Szary;52071;2009;M;36;Wyoming
BMW;Minivan;5.0;Bialy;109733;2009;K;69;Nebraska
Dodge;Pick-up;4.5;Czarny;476778;2018;M;55;Florida
Nissan;Hatch-back;2.0;Zielony;450120;2017;M;21;Maryland
Nissan;Kabriolet;3.0;Szary;143572;2011;K;43;North Dakota
Dodge;Sedan;3.5;Brazowy;53651;2020;M;55;Missouri
Audi;Minivan;4.5;Brazowy;252241;2009;M;68;Kansas
Nissan;Kabriolet;4.0;Niebieski;97315;2017;K;50;Connecticut
Audi;Sedan;2.0;Czarny;168984;2020;K;43;New Mexico
Volkswagen;Minivan;2.5;Srebrny;128404;2018;M;65;Arkansas
Chrysler;Kombi;1.5;Fioletowy;432664;2015;M;34;Alaska
BMW;Kombi;3.0;Fioletowy;279268;2015;K;34;Colorado
Ford;Minivan;1.5;Rozowy;337354;2017;M;39;Tennessee
Toyota;Minivan;2.0;Srebrny;489857;2020;K;65;DC
Volkswagen;Sedan;2.0;Srebrny;498279;2016;K;60;Arizona
Chevrolet;Kombi;1.5;Szary;396571;2019;K;40;Missouri
BMW;SUV;3.0;Rozowy;202707;2020;K;27;Nebraska
BMW;Sedan;1.5;Zolty;222127;2019;K;64;Texas
Ford;Minivan;4.0;Fioletowy;447371;2019;K;21;Louisiana
Toyota;SUV;2.5;Fioletowy;183987;2010;K;44;South Carolina
Mercedes;Hatch-back;2.0;Niebieski;67997;2019;M;22;Arizona
Cadilac;Kombi;2.5;Czerwony;45494;2016;K;54;Massachusetts
Chrysler;Hatch-back;3.0;Zielony;368665;2009;K;58;New Mexico
Ford;Minivan;3.5;Rozowy;354694;2017;M;58;New Mexico
Volkswagen;Minivan;3.5;Brazowy;376896;2019;K;63;West Virginia
Ford;SUV;5.0;Czarny;494560;2009;M;24;Ohio
Mercedes;Sedan;3.5;Szary;482367;2019;K;57;Oklahoma
Chrysler;Cupe;2.5;Niebieski;277982;2008;K;20;Minnesota
Volkswagen;Pick-up;1.5;Czerwony;152834;2015;M;58;Texas
Volkswagen;Minivan;2.5;Rozowy;474319;2014;K;65;Nevada
Toyota;Sedan;1.5;Czerwony;311878;2018;K;65;Missouri
BMW;Kombi;3.5;Brazowy;100804;2011;K;63;Tennessee
BMW;Cupe;1.5;Brazowy;73018;2008;K;50;Washington
BMW;Minivan;2.0;Czarny;342712;2015;M;33;West Virginia
Nissan;Minivan;2.5;Fioletowy;456395;2013;M;43;Connecticut
Ford;Minivan;4.0;Zielony;82013;2016;K;50;New Jersey
Cadilac;SUV;1.5;Bialy;169929;2009;K;27;Hawaii
BMW;Minivan;1.5;Rozowy;32934;2014;M;50;Virginia
Chevrolet;SUV;1.5;Niebieski;63647;2008;M;25;Maine
Ford;Hatch-back;2.0;Srebrny;257565;2011;M;51;Connecticut
Toyota;Pick-up;4.0;Srebrny;484597;2020;K;27;New Hampshire
Nissan;Sedan;3.5;Czerwony;374579;2010;M;63;Massachusetts
Chevrolet;Kombi;3.5;Zolty;80419;2016;K;32;Delaware
Chrysler;Kabriolet;4.5;Zielony;88347;2019;M;22;Utah
Dodge;Sedan;4.5;Brazowy;104646;2020;M;65;Idaho
Dodge;Kombi;1.5;Brazowy;350919;2013;M;49;Wyoming
Chevrolet;Minivan;4.5;Brazowy;344513;2013;M;70;Massachusetts
Chevrolet;SUV;2.0;Czerwony;194754;2018;K;39;California
Chevrolet;Sedan;2.5;Rozowy;346862;2009;M;45;Arizona
Nissan;Kombi;5.0;Rozowy;243142;2009;K;60;New York
Nissan;Cupe;4.0;Brazowy;462324;2017;K;22;Missouri
Audi;Sedan;4.0;Szary;259173;2018;K;38;Georgia
Ford;Pick-up;3.0;Czerwony;155696;2014;M;54;Massachusetts
Audi;SUV;5.0;Fioletowy;63231;2009;M;29;New Jersey
Dodge;Hatch-back;3.5;Niebieski;406985;2008;K;35;Delaware
Honda;Sedan;2.5;Czerwony;399177;2012;K;65;Wyoming
Chevrolet;Pick-up;3.5;Niebieski;194741;2009;K;32;Indiana
BMW;Kabriolet;2.5;Rozowy;353208;2016;K;41;Mississippi
Dodge;Minivan;3.5;Rozowy;139412;2011;M;49;New York
BMW;Kabriolet;3.0;Czerwony;365423;2016;K;29;DC
Toyota;SUV;2.0;Bialy;149841;2014;K;39;Rhode Island
BMW;SUV;2.0;Bialy;366568;2015;M;26;Arizona
Chevrolet;Kombi;2.5;Zielony;249329;2011;K;60;Idaho
Cadilac;Kombi;4.5;Fioletowy;96386;2018;M;70;New Hampshire
Nissan;Hatch-back;2.0;Fioletowy;44716;2011;M;36;Maine
Volkswagen;Kombi;1.5;Rozowy;497127;2010;K;38;North Carolina
Nissan;Kombi;3.0;Rozowy;429765;2013;M;36;Virginia
Honda;Hatch-back;3.5;Bialy;49240;2017;K;26;New Hampshire
Honda;Kombi;4.0;Srebrny;394614;2019;K;69;North Carolina
Dodge;Sedan;2.0;Zolty;326823;2020;M;44;Vermont
Volkswagen;Hatch-back;3.5;Czerwony;442064;2020;M;33;Georgia
Volkswagen;Hatch-back;1.5;Rozowy;333711;2020;K;63;California
Chevrolet;Kombi;2.0;Zolty;414080;2010;K;39;South Dakota
BMW;Sedan;2.5;Rozowy;381335;2011;M;47;Tennessee
Audi;Sedan;3.0;Brazowy;87798;2020;M;65;Nevada
Honda;Kabriolet;1.5;Niebieski;495996;2015;M;66;Virginia
Toyota;Kabriolet;1.5;Rozowy;494027;2016;M;31;Florida
Nissan;Minivan;4.0;Zolty;75532;2014;K;41;New Jersey
Volkswagen;Kombi;2.0;Fioletowy;34627;2018;M;22;New Mexico
BMW;Cupe;5.0;Zolty;76052;2009;M;54;Tennessee
Nissan;Kabriolet;4.0;Bialy;281381;2020;K;57;Nebraska
Mercedes;Sedan;5.0;Fioletowy;279848;2013;K;20;Ohio
Toyota;Hatch-back;2.5;Zielony;445760;2009;M;41;Massachusetts
Dodge;Cupe;2.0;Srebrny;193709;2020;K;50;Kentucky
Chevrolet;SUV;1.5;Zolty;81595;2020;K;44;Illinois
Chrysler;Kombi;4.0;Srebrny;149867;2017;M;55;Massachusetts
Chrysler;SUV;3.0;Zolty;327440;2011;K;55;DC
Dodge;Sedan;5.0;Zielony;260759;2014;M;22;Nevada
Honda;Kombi;3.0;Niebieski;451541;2016;M;28;Pennsylvania
BMW;Hatch-back;3.0;Fioletowy;465187;2020;K;45;Ohio
Mercedes;Sedan;5.0;Zielony;440782;2008;M;56;Utah
Ford;Kombi;4.0;Srebrny;152924;2011;M;59;Montana
Chrysler;Kabriolet;2.5;Srebrny;54606;2011;K;24;North Dakota
Dodge;Cupe;4.0;Czerwony;383135;2013;M;40;Alaska
Cadilac;Sedan;3.0;Niebieski;223941;2012;M;53;Maryland
Cadilac;Cupe;2.5;Zolty;371797;2015;K;64;Washington
BMW;Sedan;2.0;Czerwony;353571;2017;M;53;Connecticut
Ford;Sedan;2.5;Srebrny;87432;2009;K;37;Utah
Audi;Sedan;3.5;Bialy;448323;2010;M;22;Iowa
Chevrolet;Kabriolet;4.5;Fioletowy;249857;2009;K;65;Alaska
Ford;Pick-up;1.5;Srebrny;210625;2018;K;45;Florida
BMW;Kabriolet;4.5;Zolty;305814;2009;K;39;Pennsylvania
Toyota;Sedan;2.0;Brazowy;258440;2015;K;67;Illinois
Ford;Hatch-back;2.0;Bialy;89487;2014;K;47;Indiana
Ford;Minivan;4.5;Brazowy;177636;2012;K;66;North Dakota
Chevrolet;Kombi;3.5;Zielony;227357;2019;M;21;Alabama
Audi;SUV;4.0;Srebrny;121326;2015;M;47;Florida
Dodge;Kabriolet;4.0;Zolty;256929;2015;M;58;Idaho
Dodge;Hatch-back;4.0;Fioletowy;133076;2018;K;21;Pennsylvania
Nissan;Minivan;1.5;Brazowy;167507;2011;M;56;Vermont
